,GMIS.Region,Old.Region,GMIS.Division,Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
1071,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Administrative Assistant I,1,0,1,100
1072,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Administrative Assistant II,24,4,28,85.71
1073,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Administrative Assistant III,22,5,27,81.48
1074,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Administrative Officer I,2,0,2,100
1075,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Administrative Officer II,35,4,39,89.74
1076,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Administrative Officer IV,5,0,5,100
1077,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Administrative Officer V,2,0,2,100
1078,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Assistant School Principal II,1,1,2,50
1079,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Assistant Schools Division Superintendent,1,0,1,100
1080,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Attorney III,1,0,1,100
1081,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Chief Education Supervisor,2,0,2,100
1082,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Dentist II,2,0,2,100
1083,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Education Program Specialist II,3,2,5,60
1084,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Education Program Supervisor,11,0,11,100
1085,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Engineer III,1,0,1,100
1086,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Guidance Counselor III,2,1,3,66.67
1087,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Head Teacher III,50,1,51,98.04
1088,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Head Teacher IV,1,0,1,100
1089,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Head Teacher V,2,0,2,100
1090,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Head Teacher VI,6,1,7,85.71
1091,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Information Technology Officer I,1,0,1,100
1092,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Librarian II,1,0,1,100
1093,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Master Teacher I,215,9,224,95.98
1094,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Master Teacher II,129,6,135,95.56
1095,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Nurse II,9,0,9,100
1096,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Planning Officer III,1,0,1,100
1097,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Project Development Officer I,7,1,8,87.5
1098,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Project Development Officer II,2,0,2,100
1099,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Public Schools District Supervisor,10,0,10,100
1100,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Registrar I,5,0,5,100
1101,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,School Librarian I,2,0,2,100
1102,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,School Principal I,15,1,16,93.75
1103,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,School Principal II,7,2,9,77.78
1104,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,School Principal III,5,1,6,83.33
1105,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,School Principal IV,11,0,11,100
1106,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Schools Division Superintendent,1,0,1,100
1107,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Security Guard I,1,0,1,100
1108,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Senior Education Program Specialist,4,0,4,100
1109,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Special Education Teacher I,17,2,19,89.47
1110,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Special Education Teacher III,12,0,12,100
1111,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Special Science Teacher I,20,1,21,95.24
1112,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Teacher I,1610,21,1631,98.71
1113,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Teacher II,872,119,991,87.99
1114,National Capital Region (NCR),NCR,Division of Parañaque,Paranaque,Teacher III,771,61,832,92.67
1115,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Aide I,51,2,53,96.23
1116,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Aide II,1,1,2,50
1117,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Aide III,10,0,10,100
1118,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Aide IV,12,0,12,100
1119,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Aide VI,10,0,10,100
1120,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Assistant I,1,0,1,100
1121,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Assistant II,35,0,35,100
1122,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Assistant III,24,0,24,100
1123,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Officer I,6,0,6,100
1124,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Officer II,29,0,29,100
1125,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Officer IV,7,0,7,100
1126,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Administrative Officer V,2,0,2,100
1127,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Assistant School Principal II,12,2,14,85.71
1128,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Assistant Special School Principal,1,0,1,100
1129,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Attorney III,1,0,1,100
1130,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Chief Education Supervisor,2,0,2,100
1131,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Cook I,3,0,3,100
1132,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Dental Aide,4,4,8,50
1133,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Dentist II,3,4,7,42.86
1134,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Dormitory Manager I,2,0,2,100
1135,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Education Program Specialist II,5,0,5,100
1136,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Education Program Supervisor,11,0,11,100
1137,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Engineer III,1,0,1,100
1138,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Guidance Coordinator II,1,0,1,100
1139,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Guidance Coordinator III,2,1,3,66.67
1140,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Head Teacher III,28,3,31,90.32
1141,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Head Teacher V,1,0,1,100
1142,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Head Teacher VI,16,1,17,94.12
1143,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Houseparent I,4,0,4,100
1144,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Information Technology Officer I,1,0,1,100
1145,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Librarian II,1,0,1,100
1146,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Master Teacher I,131,1,132,99.24
1147,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Master Teacher II,110,14,124,88.71
1148,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Medical Officer III,1,0,1,100
1149,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Nurse II,9,0,9,100
1150,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Planning Officer III,1,0,1,100
1151,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Project Development Officer I,5,0,5,100
1152,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Project Development Officer II,2,0,2,100
1153,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Psychologist I,1,0,1,100
1154,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Public Schools District Supervisor,10,0,10,100
1155,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Registrar I,5,0,5,100
1156,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,School Librarian I,4,1,5,80
1157,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,School Principal I,5,1,6,83.33
1158,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,School Principal II,6,1,7,85.71
1159,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,School Principal III,5,0,5,100
1160,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,School Principal IV,11,0,11,100
1161,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Schools Division Superintendent,1,0,1,100
1162,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Security Guard I,9,0,9,100
1163,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Security Guard II,3,0,3,100
1164,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Senior Education Program Specialist,4,0,4,100
1165,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Social Welfare Officer I,1,0,1,100
1166,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Special Education Teacher I,62,32,94,65.96
1167,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Special Education Teacher II,29,5,34,85.29
1168,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Special Education Teacher III,39,3,42,92.86
1169,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Special Science Teacher I,2,9,11,18.18
1170,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Teacher I,748,34,782,95.65
1171,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Teacher II,648,42,690,93.91
1172,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Teacher III,594,21,615,96.59
1173,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Utility Foreman,1,0,1,100
1174,National Capital Region (NCR),NCR,Division of Pasay City,Pasay City,Watchman I,1,0,1,100
1175,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Accountant III,1,0,1,100
1176,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Aide I,26,7,33,78.79
1177,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Aide II,1,0,1,100
1178,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Aide III,3,0,3,100
1179,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Aide IV,10,1,11,90.91
1180,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Aide VI,11,0,11,100
1181,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Assistant I,1,0,1,100
1182,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Assistant II,50,7,57,87.72
1183,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Assistant III,35,3,38,92.11
1184,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Officer I,1,1,2,50
1185,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Officer II,40,1,41,97.56
1186,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Officer III,2,0,2,100
1187,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Officer IV,6,0,6,100
1188,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Administrative Officer V,2,0,2,100
1189,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Assistant School Principal II,11,2,13,84.62
1190,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Assistant Schools Division Superintendent,1,0,1,100
1191,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Attorney III,1,0,1,100
1192,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Cashier I,1,0,1,100
1193,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Chief Education Supervisor,2,0,2,100
1194,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Clerk II,1,0,1,100
1195,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Crafts Education Demonstrator I,3,8,11,27.27
1196,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Crafts Education Demonstrator II,6,1,7,85.71
1197,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Dentist II,2,0,2,100
1198,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Education Program Specialist II,5,0,5,100
1199,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Education Program Supervisor,9,2,11,81.82
1200,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Guidance Coordinator I,1,0,1,100
1201,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Guidance Counselor II,1,27,28,3.57
1202,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Guidance Counselor III,1,2,3,33.33
1203,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Handicraft Worker I,1,0,1,100
1204,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Handicraft Worker II,1,0,1,100
1205,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Head Teacher I,3,0,3,100
1206,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Head Teacher III,46,2,48,95.83
1207,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Head Teacher IV,1,0,1,100
1208,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Head Teacher V,3,0,3,100
1209,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Head Teacher VI,32,2,34,94.12
1210,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Information Technology Officer I,1,0,1,100
1211,National Capital Region (NCR),NCR,Division of Pasig City,Pasig City,Librarian II,1,0,1,100
